,sigma,n_train,n_test,Regressor,Method,k,n_rep,EC,EC_vec_sd,EC_scalar_sd,MAE,MAE_sd,MSqE,MSqE_sd,R2,R2_sd
0.00,0.62,784.00,135.00,LinReg,ratio,5.00,50.00,0.62,0.12,0.13,11.90,2.65,187.39,74.40,0.94,0.02
1.00,1.70,439.00,101.00,LinReg,ratio,5.00,50.00,0.61,0.14,0.11,12.74,3.02,243.62,112.10,0.93,0.03
2.00,2.75,574.00,131.00,LinReg,ratio,5.00,50.00,0.57,0.10,0.13,14.15,4.21,277.52,149.80,0.91,0.05
3.00,2.86,933.00,197.00,LinReg,ratio,5.00,50.00,0.54,0.10,0.12,8.43,2.37,111.53,60.21,0.97,0.02
4.00,3.69,797.00,124.00,LinReg,ratio,5.00,50.00,0.73,0.16,0.09,4.07,0.17,25.97,2.24,0.99,0.00
5.00,4.14,114.00,178.00,LinReg,ratio,5.00,50.00,0.45,0.03,0.11,9.02,3.77,137.98,117.15,0.96,0.03
6.00,4.21,886.00,162.00,LinReg,ratio,5.00,50.00,0.71,0.16,0.09,4.25,0.25,29.68,2.92,0.99,0.00
7.00,8.95,351.00,186.00,LinReg,ratio,5.00,50.00,0.53,0.11,0.11,5.59,1.37,50.88,25.24,0.98,0.01
8.00,9.47,474.00,185.00,LinReg,ratio,5.00,50.00,0.78,0.17,0.07,4.20,0.08,27.04,0.70,0.99,0.00
9.00,9.52,849.00,193.00,LinReg,ratio,5.00,50.00,0.89,0.12,0.04,4.02,0.01,25.73,0.11,0.99,0.00
10.00,10.89,963.00,162.00,LinReg,ratio,5.00,50.00,0.91,0.12,0.04,4.24,0.02,28.18,0.14,0.99,0.00
11.00,12.30,134.00,107.00,LinReg,ratio,5.00,50.00,0.72,0.18,0.09,4.32,0.13,30.14,2.04,0.99,0.00
12.00,14.39,761.00,102.00,LinReg,ratio,5.00,50.00,0.62,0.13,0.12,11.24,2.56,183.01,77.23,0.94,0.03
13.00,15.17,425.00,158.00,LinReg,ratio,5.00,50.00,0.86,0.15,0.05,3.93,0.03,24.53,0.33,0.99,0.00
14.00,15.70,558.00,174.00,LinReg,ratio,5.00,50.00,0.60,0.14,0.11,4.03,0.26,26.23,3.45,0.99,0.00
15.00,18.32,101.00,103.00,LinReg,ratio,5.00,50.00,0.66,0.14,0.12,44.02,9.63,"2,778.11","1,202.80",0.07,0.40
16.00,18.44,800.00,171.00,LinReg,ratio,5.00,50.00,0.79,0.16,0.07,4.96,0.16,37.65,2.78,0.99,0.00
17.00,19.54,146.00,193.00,LinReg,ratio,5.00,50.00,0.82,0.15,0.07,4.34,0.02,28.75,0.28,0.99,0.00
18.00,20.07,343.00,154.00,LinReg,ratio,5.00,50.00,0.87,0.14,0.05,4.23,0.01,26.05,0.17,0.99,0.00
19.00,20.99,953.00,146.00,LinReg,ratio,5.00,50.00,0.74,0.16,0.09,6.04,0.41,55.87,7.51,0.98,0.00
20.00,22.75,810.00,195.00,LinReg,ratio,5.00,50.00,0.62,0.14,0.11,6.06,0.96,54.64,15.42,0.98,0.01
21.00,23.82,915.00,120.00,LinReg,ratio,5.00,50.00,0.87,0.14,0.05,3.88,0.03,24.62,0.26,0.99,0.00
22.00,24.31,538.00,167.00,LinReg,ratio,5.00,50.00,0.73,0.16,0.09,5.06,0.34,39.03,4.90,0.99,0.00
23.00,24.32,379.00,137.00,LinReg,ratio,5.00,50.00,0.49,0.08,0.10,5.99,1.42,56.94,29.05,0.98,0.01
24.00,25.12,700.00,147.00,LinReg,ratio,5.00,50.00,0.55,0.11,0.13,11.55,3.74,203.55,130.93,0.94,0.04
25.00,25.19,216.00,189.00,LinReg,ratio,5.00,50.00,0.70,0.16,0.10,5.29,0.46,42.80,6.57,0.99,0.00
26.00,25.89,445.00,115.00,LinReg,ratio,5.00,50.00,0.64,0.16,0.10,4.21,0.38,28.14,5.10,0.99,0.00
27.00,26.95,227.00,166.00,LinReg,ratio,5.00,50.00,0.68,0.17,0.09,4.50,0.31,31.98,4.04,0.99,0.00
28.00,27.04,926.00,123.00,LinReg,ratio,5.00,50.00,0.84,0.16,0.06,3.81,0.02,23.12,0.20,0.99,0.00
29.00,27.50,706.00,111.00,LinReg,ratio,5.00,50.00,0.61,0.14,0.12,13.07,3.12,260.54,120.88,0.92,0.04
30.00,28.06,198.00,105.00,LinReg,ratio,5.00,50.00,0.47,0.04,0.13,16.10,7.55,450.99,406.21,0.86,0.12
31.00,28.58,798.00,180.00,LinReg,ratio,5.00,50.00,0.57,0.13,0.11,4.66,0.65,34.57,9.84,0.99,0.00
32.00,29.22,610.00,158.00,LinReg,ratio,5.00,50.00,0.90,0.13,0.04,3.99,0.02,25.11,0.14,0.99,0.00
33.00,29.66,895.00,105.00,LinReg,ratio,5.00,50.00,0.55,0.10,0.13,10.89,3.66,186.00,119.41,0.95,0.03
34.00,32.62,783.00,198.00,LinReg,ratio,5.00,50.00,0.76,0.17,0.08,3.87,0.05,25.07,0.82,0.99,0.00
35.00,34.21,250.00,188.00,LinReg,ratio,5.00,50.00,0.50,0.06,0.13,12.27,5.23,242.48,196.81,0.94,0.05
36.00,34.73,456.00,193.00,LinReg,ratio,5.00,50.00,0.67,0.16,0.10,4.68,0.47,35.17,6.49,0.99,0.00
37.00,38.71,267.00,132.00,LinReg,ratio,5.00,50.00,0.47,0.04,0.10,7.51,2.39,89.99,58.14,0.97,0.02
38.00,38.92,790.00,132.00,LinReg,ratio,5.00,50.00,0.56,0.11,0.12,6.19,1.39,57.62,23.89,0.98,0.01
39.00,39.59,571.00,107.00,LinReg,ratio,5.00,50.00,0.51,0.07,0.13,10.38,3.76,159.13,99.06,0.94,0.04
40.00,39.86,437.00,138.00,LinReg,ratio,5.00,50.00,0.85,0.13,0.06,3.80,0.06,21.25,0.62,0.99,0.00
41.00,41.14,640.00,142.00,LinReg,ratio,5.00,50.00,0.87,0.13,0.05,3.98,0.01,25.85,0.06,0.99,0.00
42.00,41.20,835.00,186.00,LinReg,ratio,5.00,50.00,0.64,0.16,0.10,4.42,0.20,30.91,2.80,0.99,0.00
43.00,41.75,430.00,161.00,LinReg,ratio,5.00,50.00,0.54,0.10,0.12,8.56,2.72,114.46,73.55,0.97,0.02
44.00,42.08,507.00,149.00,LinReg,ratio,5.00,50.00,0.79,0.16,0.07,4.18,0.10,28.47,1.19,0.99,0.00
45.00,42.81,844.00,176.00,LinReg,ratio,5.00,50.00,0.85,0.14,0.06,4.24,0.03,26.97,0.33,0.99,0.00
46.00,45.05,147.00,132.00,LinReg,ratio,5.00,50.00,0.52,0.06,0.15,16.88,6.21,445.56,308.73,0.86,0.10
47.00,45.08,369.00,173.00,LinReg,ratio,5.00,50.00,0.55,0.09,0.14,17.14,5.66,428.10,271.18,0.86,0.09
48.00,47.52,573.00,189.00,LinReg,ratio,5.00,50.00,0.59,0.10,0.14,19.74,6.07,589.74,339.18,0.83,0.10
49.00,51.17,417.00,108.00,LinReg,ratio,5.00,50.00,0.80,0.14,0.08,3.98,0.08,22.36,0.99,0.99,0.00
50.00,51.93,884.00,101.00,LinReg,ratio,5.00,50.00,0.79,0.16,0.08,3.54,0.03,18.21,0.37,0.99,0.00
51.00,53.07,996.00,101.00,LinReg,ratio,5.00,50.00,0.69,0.12,0.12,23.08,4.64,721.87,284.57,0.78,0.09
52.00,54.77,576.00,153.00,LinReg,ratio,5.00,50.00,0.71,0.16,0.09,3.88,0.08,23.44,1.33,0.99,0.00
53.00,55.91,212.00,151.00,LinReg,ratio,5.00,50.00,0.71,0.17,0.09,4.03,0.14,25.95,2.01,0.99,0.00
54.00,55.93,108.00,131.00,LinReg,ratio,5.00,50.00,0.80,0.14,0.08,4.11,0.03,26.26,0.39,0.99,0.00
55.00,56.22,712.00,198.00,LinReg,ratio,5.00,50.00,0.65,0.15,0.11,5.24,0.64,42.07,10.16,0.99,0.00
56.00,56.43,833.00,103.00,LinReg,ratio,5.00,50.00,0.66,0.16,0.10,4.94,0.59,38.18,9.14,0.99,0.00
57.00,59.19,502.00,158.00,LinReg,ratio,5.00,50.00,0.66,0.15,0.10,8.82,1.40,116.64,35.46,0.96,0.01
58.00,59.99,895.00,185.00,LinReg,ratio,5.00,50.00,0.85,0.15,0.06,3.72,0.02,22.81,0.32,0.99,0.00
59.00,61.85,121.00,157.00,LinReg,ratio,5.00,50.00,0.76,0.17,0.08,4.22,0.07,27.69,0.68,0.99,0.00
60.00,62.69,707.00,157.00,LinReg,ratio,5.00,50.00,0.83,0.15,0.06,4.07,0.06,25.19,0.54,0.99,0.00
61.00,63.45,610.00,110.00,LinReg,ratio,5.00,50.00,0.71,0.17,0.09,4.71,0.21,36.93,3.85,0.99,0.00
62.00,63.93,803.00,160.00,LinReg,ratio,5.00,50.00,0.60,0.15,0.11,4.47,0.52,31.91,6.84,0.99,0.00
63.00,67.00,211.00,198.00,LinReg,ratio,5.00,50.00,0.80,0.16,0.07,3.99,0.02,25.66,0.24,0.99,0.00
64.00,68.17,783.00,152.00,LinReg,ratio,5.00,50.00,0.48,0.06,0.11,7.15,2.13,81.63,51.40,0.97,0.02
65.00,68.50,891.00,115.00,LinReg,ratio,5.00,50.00,0.54,0.12,0.11,7.29,2.16,86.15,50.44,0.97,0.02
66.00,69.29,780.00,179.00,LinReg,ratio,5.00,50.00,0.79,0.17,0.07,3.95,0.04,26.16,0.68,0.99,0.00
67.00,69.70,157.00,100.00,LinReg,ratio,5.00,50.00,0.83,0.14,0.07,3.67,0.06,22.91,0.46,0.99,0.00
68.00,70.30,753.00,115.00,LinReg,ratio,5.00,50.00,0.87,0.14,0.05,4.36,0.04,27.99,0.44,0.99,0.00
69.00,70.35,138.00,147.00,LinReg,ratio,5.00,50.00,0.55,0.08,0.14,21.12,7.69,669.10,446.35,0.83,0.11
70.00,70.79,518.00,134.00,LinReg,ratio,5.00,50.00,0.90,0.13,0.04,4.03,0.03,25.40,0.25,0.99,0.00
71.00,72.70,503.00,102.00,LinReg,ratio,5.00,50.00,0.79,0.17,0.07,3.94,0.05,24.87,0.62,0.99,0.00
72.00,72.71,469.00,112.00,LinReg,ratio,5.00,50.00,0.58,0.13,0.11,5.65,1.21,51.71,20.81,0.98,0.01
73.00,73.10,175.00,166.00,LinReg,ratio,5.00,50.00,0.59,0.13,0.11,5.55,0.95,49.56,16.49,0.98,0.01
74.00,74.52,500.00,166.00,LinReg,ratio,5.00,50.00,0.51,0.09,0.11,5.05,0.98,40.28,16.50,0.99,0.00
75.00,75.88,384.00,156.00,LinReg,ratio,5.00,50.00,0.64,0.15,0.10,5.59,0.79,49.26,14.29,0.99,0.00
76.00,76.18,602.00,189.00,LinReg,ratio,5.00,50.00,0.54,0.10,0.13,15.48,4.86,349.42,218.06,0.89,0.07
77.00,76.96,271.00,116.00,LinReg,ratio,5.00,50.00,0.77,0.15,0.08,4.35,0.13,28.14,1.39,0.99,0.00
78.00,77.10,202.00,104.00,LinReg,ratio,5.00,50.00,0.71,0.16,0.10,4.64,0.29,33.00,4.00,0.99,0.00
79.00,79.58,708.00,129.00,LinReg,ratio,5.00,50.00,0.58,0.11,0.13,11.27,3.31,176.00,92.91,0.94,0.03
80.00,80.32,956.00,164.00,LinReg,ratio,5.00,50.00,0.85,0.15,0.06,4.41,0.04,29.22,0.52,0.99,0.00
81.00,82.36,543.00,153.00,LinReg,ratio,5.00,50.00,0.81,0.17,0.07,4.32,0.06,29.69,0.71,0.99,0.00
82.00,83.34,485.00,137.00,LinReg,ratio,5.00,50.00,0.88,0.14,0.05,3.73,0.03,23.03,0.18,0.99,0.00
83.00,83.99,441.00,157.00,LinReg,ratio,5.00,50.00,0.66,0.15,0.11,5.03,0.56,39.66,7.76,0.99,0.00
84.00,84.55,978.00,181.00,LinReg,ratio,5.00,50.00,0.92,0.11,0.03,4.45,0.01,30.07,0.20,0.99,0.00
85.00,85.40,352.00,162.00,LinReg,ratio,5.00,50.00,0.57,0.13,0.11,4.35,0.58,31.72,8.56,0.99,0.00
86.00,86.09,120.00,106.00,LinReg,ratio,5.00,50.00,0.50,0.08,0.11,4.73,0.99,34.96,15.14,0.99,0.00
87.00,86.52,915.00,160.00,LinReg,ratio,5.00,50.00,0.66,0.16,0.10,4.79,0.36,36.38,5.16,0.99,0.00
88.00,88.88,724.00,174.00,LinReg,ratio,5.00,50.00,0.59,0.12,0.13,10.85,2.87,168.15,80.05,0.95,0.02
89.00,89.71,324.00,161.00,LinReg,ratio,5.00,50.00,0.78,0.14,0.08,4.50,0.18,30.67,2.31,0.99,0.00
90.00,92.73,127.00,140.00,LinReg,ratio,5.00,50.00,0.58,0.10,0.13,12.80,3.60,221.10,111.44,0.92,0.04
91.00,92.93,280.00,145.00,LinReg,ratio,5.00,50.00,0.52,0.08,0.12,7.68,2.27,92.68,56.39,0.98,0.01
92.00,93.72,422.00,157.00,LinReg,ratio,5.00,50.00,0.75,0.16,0.09,4.25,0.11,27.09,1.43,0.99,0.00
93.00,94.99,113.00,159.00,LinReg,ratio,5.00,50.00,0.59,0.13,0.12,4.87,0.79,37.66,12.25,0.99,0.00
94.00,95.01,901.00,199.00,LinReg,ratio,5.00,50.00,0.79,0.16,0.07,4.32,0.09,28.32,1.21,0.99,0.00
95.00,96.34,485.00,138.00,LinReg,ratio,5.00,50.00,0.89,0.13,0.05,4.26,0.01,28.72,0.17,0.99,0.00
96.00,96.63,479.00,159.00,LinReg,ratio,5.00,50.00,0.54,0.11,0.12,7.76,2.16,90.58,46.41,0.97,0.01
97.00,97.40,537.00,150.00,LinReg,ratio,5.00,50.00,0.79,0.18,0.07,3.70,0.03,22.78,0.41,0.99,0.00
98.00,97.47,995.00,117.00,LinReg,ratio,5.00,50.00,0.87,0.15,0.05,3.41,0.01,18.86,0.12,0.99,0.00
99.00,97.48,289.00,114.00,LinReg,ratio,5.00,50.00,0.82,0.16,0.07,3.65,0.04,21.59,0.17,0.99,0.00
100.00,0.88,550.00,155.00,LinReg,ratio-diff,5.00,50.00,0.25,0.14,0.08,4.21,0.20,29.26,2.80,0.99,0.00
101.00,0.90,911.00,164.00,LinReg,ratio-diff,5.00,50.00,0.15,0.14,0.05,4.02,0.05,26.44,0.56,0.99,0.00
102.00,2.66,390.00,123.00,LinReg,ratio-diff,5.00,50.00,0.30,0.12,0.10,5.20,0.80,42.50,13.66,0.99,0.00
103.00,5.75,910.00,184.00,LinReg,ratio-diff,5.00,50.00,0.18,0.14,0.07,5.99,0.54,54.05,9.18,0.98,0.00
104.00,6.98,734.00,137.00,LinReg,ratio-diff,5.00,50.00,0.28,0.13,0.09,5.91,0.99,51.84,17.29,0.98,0.01
105.00,7.14,657.00,157.00,LinReg,ratio-diff,5.00,50.00,0.30,0.12,0.10,4.98,0.71,38.78,11.01,0.99,0.00
106.00,7.26,653.00,186.00,LinReg,ratio-diff,5.00,50.00,0.28,0.11,0.11,9.41,2.42,130.19,62.69,0.97,0.02
107.00,7.31,327.00,101.00,LinReg,ratio-diff,5.00,50.00,0.07,0.09,0.04,4.31,0.03,26.48,0.49,0.99,0.00
108.00,10.56,499.00,161.00,LinReg,ratio-diff,5.00,50.00,0.08,0.10,0.03,4.05,0.00,24.49,0.19,0.99,0.00
109.00,11.42,704.00,101.00,LinReg,ratio-diff,5.00,50.00,0.32,0.11,0.10,5.41,0.92,45.60,15.78,0.99,0.00
110.00,11.49,185.00,160.00,LinReg,ratio-diff,5.00,50.00,0.22,0.14,0.08,4.86,0.33,36.23,4.67,0.99,0.00
111.00,11.54,608.00,183.00,LinReg,ratio-diff,5.00,50.00,0.23,0.14,0.07,4.06,0.13,26.60,1.84,0.99,0.00
112.00,11.64,515.00,135.00,LinReg,ratio-diff,5.00,50.00,0.27,0.12,0.09,6.62,1.29,70.80,26.67,0.98,0.01
113.00,12.06,945.00,115.00,LinReg,ratio-diff,5.00,50.00,0.20,0.13,0.08,4.50,0.40,30.98,5.23,0.99,0.00
114.00,14.02,757.00,191.00,LinReg,ratio-diff,5.00,50.00,0.06,0.10,0.03,3.84,0.01,22.83,0.18,0.99,0.00
115.00,15.21,254.00,161.00,LinReg,ratio-diff,5.00,50.00,0.18,0.13,0.07,4.51,0.18,30.89,2.32,0.99,0.00
116.00,15.68,657.00,172.00,LinReg,ratio-diff,5.00,50.00,0.26,0.13,0.09,4.73,0.60,33.74,7.85,0.99,0.00
117.00,16.22,181.00,146.00,LinReg,ratio-diff,5.00,50.00,0.21,0.13,0.08,4.50,0.35,32.36,5.59,0.99,0.00
118.00,16.36,265.00,178.00,LinReg,ratio-diff,5.00,50.00,0.35,0.11,0.09,5.38,1.15,46.71,20.00,0.99,0.01
119.00,16.95,602.00,198.00,LinReg,ratio-diff,5.00,50.00,0.19,0.14,0.07,4.58,0.24,34.09,3.41,0.99,0.00
120.00,18.43,747.00,197.00,LinReg,ratio-diff,5.00,50.00,0.34,0.11,0.10,6.21,1.47,59.17,26.90,0.98,0.01
121.00,19.55,927.00,149.00,LinReg,ratio-diff,5.00,50.00,0.36,0.09,0.11,8.69,2.90,123.77,78.95,0.96,0.02
122.00,20.16,356.00,139.00,LinReg,ratio-diff,5.00,50.00,0.11,0.12,0.04,4.07,0.05,25.64,0.46,0.99,0.00
123.00,20.21,669.00,152.00,LinReg,ratio-diff,5.00,50.00,0.28,0.13,0.09,4.64,0.58,34.10,7.47,0.99,0.00
124.00,21.34,799.00,107.00,LinReg,ratio-diff,5.00,50.00,0.39,0.06,0.10,8.42,3.18,116.50,88.40,0.97,0.03
125.00,21.96,444.00,183.00,LinReg,ratio-diff,5.00,50.00,0.34,0.07,0.13,17.07,6.07,451.91,288.18,0.86,0.09
126.00,23.25,565.00,188.00,LinReg,ratio-diff,5.00,50.00,0.27,0.13,0.09,4.83,0.70,37.03,9.43,0.99,0.00
127.00,24.19,905.00,101.00,LinReg,ratio-diff,5.00,50.00,0.25,0.13,0.09,5.23,0.56,42.88,9.35,0.99,0.00
128.00,24.62,802.00,133.00,LinReg,ratio-diff,5.00,50.00,0.12,0.12,0.05,4.48,0.04,29.49,0.47,0.99,0.00
129.00,24.89,144.00,140.00,LinReg,ratio-diff,5.00,50.00,0.10,0.11,0.04,3.99,0.03,24.58,0.28,0.99,0.00
130.00,25.91,334.00,170.00,LinReg,ratio-diff,5.00,50.00,0.20,0.14,0.07,4.56,0.31,34.51,4.18,0.99,0.00
131.00,26.29,249.00,102.00,LinReg,ratio-diff,5.00,50.00,0.30,0.12,0.10,6.05,1.29,57.30,22.94,0.98,0.01
132.00,29.49,534.00,168.00,LinReg,ratio-diff,5.00,50.00,0.26,0.12,0.10,20.04,4.33,598.56,242.17,0.82,0.07
133.00,29.72,614.00,199.00,LinReg,ratio-diff,5.00,50.00,0.21,0.13,0.07,3.89,0.18,24.66,2.58,0.99,0.00
134.00,29.82,390.00,197.00,LinReg,ratio-diff,5.00,50.00,0.07,0.10,0.03,4.28,0.02,27.71,0.21,0.99,0.00
135.00,30.24,764.00,139.00,LinReg,ratio-diff,5.00,50.00,0.24,0.14,0.08,4.09,0.22,26.67,2.62,0.99,0.00
136.00,30.79,297.00,105.00,LinReg,ratio-diff,5.00,50.00,0.21,0.13,0.08,6.85,1.04,66.26,19.07,0.98,0.01
137.00,31.30,728.00,143.00,LinReg,ratio-diff,5.00,50.00,0.15,0.13,0.06,4.24,0.10,25.62,1.09,0.99,0.00
138.00,32.65,774.00,138.00,LinReg,ratio-diff,5.00,50.00,0.32,0.11,0.11,10.50,2.92,165.80,86.25,0.95,0.03
139.00,33.67,534.00,116.00,LinReg,ratio-diff,5.00,50.00,0.12,0.13,0.04,3.42,0.02,18.92,0.10,1.00,0.00
140.00,35.57,218.00,107.00,LinReg,ratio-diff,5.00,50.00,0.09,0.11,0.04,4.01,0.04,26.73,0.48,0.99,0.00
141.00,36.91,590.00,144.00,LinReg,ratio-diff,5.00,50.00,0.34,0.10,0.10,8.39,2.45,113.18,62.15,0.96,0.02
142.00,37.02,628.00,191.00,LinReg,ratio-diff,5.00,50.00,0.37,0.09,0.10,5.07,0.92,40.07,15.47,0.99,0.00
143.00,37.27,963.00,193.00,LinReg,ratio-diff,5.00,50.00,0.19,0.14,0.07,4.36,0.21,28.72,2.90,0.99,0.00
144.00,37.69,313.00,139.00,LinReg,ratio-diff,5.00,50.00,0.30,0.11,0.11,10.86,3.03,181.69,94.18,0.95,0.03
145.00,39.55,732.00,111.00,LinReg,ratio-diff,5.00,50.00,0.26,0.13,0.09,4.46,0.26,29.37,3.79,0.99,0.00
146.00,40.66,139.00,113.00,LinReg,ratio-diff,5.00,50.00,0.12,0.13,0.04,3.53,0.05,18.59,0.63,0.99,0.00
147.00,41.45,448.00,117.00,LinReg,ratio-diff,5.00,50.00,0.41,0.05,0.09,6.59,1.99,70.50,43.66,0.98,0.01
148.00,41.87,290.00,137.00,LinReg,ratio-diff,5.00,50.00,0.22,0.15,0.07,4.06,0.20,26.23,2.27,0.99,0.00
149.00,43.50,940.00,131.00,LinReg,ratio-diff,5.00,50.00,0.33,0.12,0.09,4.47,0.52,32.54,6.99,0.99,0.00
150.00,43.83,746.00,139.00,LinReg,ratio-diff,5.00,50.00,0.08,0.11,0.03,4.05,0.02,25.97,0.30,0.99,0.00
151.00,44.09,411.00,184.00,LinReg,ratio-diff,5.00,50.00,0.29,0.12,0.10,19.62,5.64,574.81,327.10,0.85,0.09
152.00,44.49,313.00,119.00,LinReg,ratio-diff,5.00,50.00,0.29,0.13,0.09,4.44,0.42,32.16,5.33,0.99,0.00
153.00,45.08,170.00,199.00,LinReg,ratio-diff,5.00,50.00,0.30,0.11,0.12,32.40,8.76,"1,411.81",680.31,0.63,0.18
154.00,45.25,526.00,150.00,LinReg,ratio-diff,5.00,50.00,0.38,0.08,0.10,5.42,1.35,44.59,24.21,0.99,0.01
155.00,45.74,613.00,102.00,LinReg,ratio-diff,5.00,50.00,0.35,0.10,0.10,6.34,1.61,60.83,28.19,0.98,0.01
156.00,47.34,130.00,161.00,LinReg,ratio-diff,5.00,50.00,0.38,0.05,0.13,24.27,10.01,927.33,691.54,0.73,0.20
157.00,48.34,403.00,141.00,LinReg,ratio-diff,5.00,50.00,0.34,0.10,0.10,6.48,1.39,66.60,27.44,0.98,0.01
158.00,51.24,293.00,180.00,LinReg,ratio-diff,5.00,50.00,0.08,0.09,0.03,4.21,0.04,26.35,0.39,0.99,0.00
159.00,54.89,766.00,146.00,LinReg,ratio-diff,5.00,50.00,0.35,0.09,0.11,5.99,1.30,53.56,24.23,0.98,0.01
160.00,55.55,738.00,163.00,LinReg,ratio-diff,5.00,50.00,0.07,0.10,0.03,3.96,0.01,24.84,0.19,0.99,0.00
161.00,58.53,701.00,133.00,LinReg,ratio-diff,5.00,50.00,0.16,0.13,0.06,4.14,0.10,25.84,1.07,0.99,0.00
162.00,60.68,134.00,163.00,LinReg,ratio-diff,5.00,50.00,0.20,0.14,0.07,4.10,0.06,28.31,0.94,0.99,0.00
163.00,60.80,748.00,132.00,LinReg,ratio-diff,5.00,50.00,0.12,0.13,0.04,3.78,0.05,23.55,0.39,0.99,0.00
164.00,60.88,248.00,190.00,LinReg,ratio-diff,5.00,50.00,0.07,0.09,0.03,4.03,0.02,25.09,0.25,0.99,0.00
165.00,61.34,978.00,125.00,LinReg,ratio-diff,5.00,50.00,0.20,0.14,0.07,4.34,0.10,29.95,1.65,0.99,0.00
166.00,61.86,276.00,171.00,LinReg,ratio-diff,5.00,50.00,0.23,0.13,0.08,4.72,0.33,33.92,4.79,0.99,0.00
167.00,63.01,866.00,119.00,LinReg,ratio-diff,5.00,50.00,0.16,0.14,0.06,3.78,0.04,24.24,0.27,0.99,0.00
168.00,64.80,117.00,181.00,LinReg,ratio-diff,5.00,50.00,0.38,0.08,0.10,6.38,2.01,65.79,43.29,0.98,0.01
169.00,66.43,130.00,153.00,LinReg,ratio-diff,5.00,50.00,0.10,0.11,0.04,4.40,0.04,30.63,0.44,0.99,0.00
170.00,66.51,474.00,110.00,LinReg,ratio-diff,5.00,50.00,0.34,0.11,0.09,5.70,1.04,49.72,17.15,0.98,0.01
171.00,66.64,877.00,133.00,LinReg,ratio-diff,5.00,50.00,0.10,0.12,0.04,4.12,0.01,27.16,0.22,0.99,0.00
172.00,69.68,701.00,131.00,LinReg,ratio-diff,5.00,50.00,0.24,0.14,0.08,4.32,0.30,28.83,2.94,0.99,0.00
173.00,70.90,516.00,149.00,LinReg,ratio-diff,5.00,50.00,0.09,0.11,0.04,3.94,0.05,25.31,0.51,0.99,0.00
174.00,72.05,297.00,113.00,LinReg,ratio-diff,5.00,50.00,0.40,0.06,0.09,6.19,1.65,60.35,32.40,0.98,0.01
175.00,72.17,201.00,172.00,LinReg,ratio-diff,5.00,50.00,0.40,0.07,0.10,6.60,2.29,72.35,50.66,0.98,0.01
176.00,73.41,499.00,167.00,LinReg,ratio-diff,5.00,50.00,0.36,0.09,0.11,7.15,2.26,83.06,52.57,0.98,0.02
177.00,74.19,531.00,192.00,LinReg,ratio-diff,5.00,50.00,0.14,0.14,0.05,3.84,0.05,23.68,0.65,0.99,0.00
178.00,75.92,504.00,198.00,LinReg,ratio-diff,5.00,50.00,0.16,0.13,0.06,3.83,0.11,22.88,1.38,0.99,0.00
179.00,76.92,195.00,124.00,LinReg,ratio-diff,5.00,50.00,0.16,0.13,0.07,4.54,0.20,32.15,2.70,0.99,0.00
180.00,77.12,470.00,124.00,LinReg,ratio-diff,5.00,50.00,0.15,0.13,0.06,4.55,0.14,30.63,1.68,0.99,0.00
181.00,77.95,521.00,118.00,LinReg,ratio-diff,5.00,50.00,0.33,0.11,0.10,6.76,1.48,69.85,30.18,0.98,0.01
182.00,78.07,762.00,106.00,LinReg,ratio-diff,5.00,50.00,0.38,0.07,0.11,9.05,3.21,137.38,103.68,0.96,0.03
183.00,79.29,638.00,181.00,LinReg,ratio-diff,5.00,50.00,0.25,0.13,0.09,4.96,0.46,37.59,6.21,0.99,0.00
184.00,80.17,183.00,153.00,LinReg,ratio-diff,5.00,50.00,0.23,0.14,0.08,4.33,0.23,29.48,3.45,0.99,0.00
185.00,81.04,366.00,177.00,LinReg,ratio-diff,5.00,50.00,0.18,0.14,0.07,4.37,0.14,29.72,1.78,0.99,0.00
186.00,82.18,990.00,185.00,LinReg,ratio-diff,5.00,50.00,0.36,0.09,0.10,6.41,1.51,63.48,30.76,0.98,0.01
187.00,82.34,860.00,110.00,LinReg,ratio-diff,5.00,50.00,0.16,0.13,0.06,4.53,0.26,32.23,3.01,0.99,0.00
188.00,82.65,666.00,154.00,LinReg,ratio-diff,5.00,50.00,0.24,0.12,0.09,6.52,1.17,61.25,20.13,0.98,0.01
189.00,83.31,293.00,174.00,LinReg,ratio-diff,5.00,50.00,0.34,0.10,0.10,7.34,1.80,86.31,42.32,0.97,0.01
190.00,85.85,856.00,197.00,LinReg,ratio-diff,5.00,50.00,0.37,0.08,0.11,8.36,2.43,106.50,59.97,0.97,0.02
191.00,88.20,597.00,193.00,LinReg,ratio-diff,5.00,50.00,0.27,0.13,0.09,4.82,0.60,36.95,9.05,0.99,0.00
192.00,88.29,787.00,169.00,LinReg,ratio-diff,5.00,50.00,0.20,0.12,0.08,5.65,0.56,49.13,9.49,0.98,0.00
193.00,88.77,488.00,114.00,LinReg,ratio-diff,5.00,50.00,0.07,0.10,0.03,4.18,0.02,28.12,0.22,0.99,0.00
194.00,90.66,542.00,180.00,LinReg,ratio-diff,5.00,50.00,0.11,0.12,0.04,4.07,0.05,25.77,0.51,0.99,0.00
195.00,91.50,490.00,192.00,LinReg,ratio-diff,5.00,50.00,0.26,0.14,0.08,4.65,0.38,34.14,5.41,0.99,0.00
196.00,92.72,520.00,157.00,LinReg,ratio-diff,5.00,50.00,0.18,0.14,0.07,3.81,0.06,24.60,0.69,0.99,0.00
