,sigma,n_train,n_test,Regressor,Method,k,n_rep,EC,EC_vec_sd,EC_scalar_sd,MAE,MAE_sd,MSqE,MSqE_sd,R2,R2_sd
0,0.39271420026842907,283,137,LinReg,ratio,5,50,0.6611316919900814,0.10561850536869563,0.18057251347764336,940.0112518955881,251.61702771133852,1376274.1597918086,644872.7378202028,-421.5481939694004,197.99093717435588
1,1.36347010689023,205,115,LinReg,ratio,5,50,0.6208230286682828,0.06361945444217806,0.41294652786378316,180.74688832815704,90.2812681798746,59572.60516458948,30243.62869632458,-18.702775255938278,10.002641608192206
2,1.7873901816986226,225,176,LinReg,ratio,5,50,0.6437739430417884,0.03168223347586711,0.43591252180746043,149.3628384481312,74.17079947703563,35419.61326358717,17869.57805095189,-9.81560917791121,5.4565918304920045
3,2.104266625100948,719,158,LinReg,ratio,5,50,0.7018044487906853,0.07504458779060316,0.17697093344420547,479.49598280939017,125.53382096724143,356366.5523121291,161303.02805226136,-113.96564452476233,52.03716921104797
4,2.1932836432416836,114,161,LinReg,ratio,5,50,0.6957270872692852,0.05832290167475588,0.20537649399858673,1483.7132344815602,392.2868411964345,2500980.839775829,990798.9365849055,-716.2750201550498,284.1586452426561
5,2.757275232591383,862,181,LinReg,ratio,5,50,0.6829872163529981,0.026561145560510223,0.3007883540436988,165.24197144168065,54.423719781613684,35320.110948807735,14628.538304501728,-9.315923403734844,4.272548318904278
6,3.1847152816683932,130,145,LinReg,ratio,5,50,0.6115278300245872,0.058848922413992324,0.4007984177953422,218.02290918389517,108.82447783989156,90156.26335471566,46451.66598496955,-25.399525340485518,13.601960503322372
7,3.219114008928059,610,122,LinReg,ratio,5,50,0.6988032745167104,0.05015484334322988,0.19137876222942393,379.2096568705592,97.78235900188241,162239.73570219046,66010.66440135354,-38.31363673318384,15.995583754861144
8,3.375882915432127,128,146,LinReg,ratio,5,50,0.6381880789325928,0.059383042006272924,0.3516353537870913,958.1299220761044,406.24760423020916,1454106.8495227895,751375.6056994105,-489.4841082306014,253.44615770749624
9,3.8608843000735193,259,198,LinReg,ratio,5,50,0.6446205417080698,0.04898336455878863,0.2855611849909057,394.07951512261354,117.15416679329063,214364.84042647752,79894.5052608217,-67.23285851885773,25.43061848692255
10,4.439756745095869,427,185,LinReg,ratio,5,50,0.6883470921236957,0.02885157742398348,0.24519885257703364,159.20683990941058,39.85308365646837,30573.21933514312,10933.759300712294,-9.548780990547673,3.772511851049975
11,5.941745890733385,726,150,LinReg,ratio,5,50,0.6986161799786157,0.06223663022079247,0.2022335436497556,193.14385294536658,54.1968977257514,53783.88324233123,25433.38798625287,-13.71066557463166,6.956397391573016
12,9.947897054717581,381,118,LinReg,ratio,5,50,0.6857259045992002,0.06044778438874437,0.36316125637985397,59.110524448357964,26.143235833393124,5527.277316110063,2746.6692868645982,-0.7049436131277551,0.8472374353942607
13,10.022786649311287,527,137,LinReg,ratio,5,50,0.7266212448680475,0.010168298182883631,0.2214238052890456,391.2809515014934,112.8219243109968,174673.83397862248,81384.51792942894,-42.08545970668568,20.074497067635164
14,14.869984109652101,735,153,LinReg,ratio,5,50,0.6966656048752901,0.03804008139547304,0.22627455296498092,325.22271829416877,88.45595667305658,121501.02397662413,47399.89893865981,-32.14573531788997,12.93079229207007
15,15.1540450114214,113,109,LinReg,ratio,5,50,0.6530487493974908,0.04353051506055039,0.2964061574693331,990.0486399149436,408.5389224555938,1583017.5014074768,787615.9931589625,-447.18281001350226,222.98929020791425
16,15.617272382430357,292,180,LinReg,ratio,5,50,0.6517202717536013,0.07119640455432312,0.29733744820696134,647.9594649368462,228.50591511386523,623570.1241033762,304149.7003340863,-174.79004170976273,85.74254352647134
17,16.412718122399006,207,119,LinReg,ratio,5,50,0.6783724512899083,0.059068353205376393,0.2629987774481124,537.7486784155601,172.76971109995344,402232.43173625885,205766.42935510282,-107.43736683449148,55.4723289862243
18,17.636489508217892,839,157,LinReg,ratio,5,50,0.7064536406396588,0.022585425943882836,0.23593022068842223,208.78504787859114,63.71771788154094,49019.55968901979,23214.13885485814,-12.94783623935642,6.605261435217858
19,18.832657714595626,878,188,LinReg,ratio,5,50,0.6520141778396207,0.09443516304348581,0.23857160073917924,168.0588176323045,45.4528168094208,41725.411787534744,17764.186448075987,-11.39924343928378,5.278856764604114
20,19.12500919803629,581,163,LinReg,ratio,5,50,0.6801603347234109,0.05805230571081828,0.2689090006111324,250.73830520371808,89.67028045151284,101720.50794130946,52757.59690773246,-27.570502246483944,14.81816274296576
21,20.414898225591628,456,157,LinReg,ratio,5,50,0.6761203346661097,0.018519510203519426,0.34268977265438233,243.9599157885264,95.10327609766928,69876.96013959071,35304.08885377646,-18.09508580233078,9.647451813720524
22,20.523347879497436,410,105,LinReg,ratio,5,50,0.7078083044326755,0.027375738027280924,0.21309138429772945,305.833831770026,87.08418194227207,107081.78182677498,47704.73426913078,-26.11788437326798,12.08096695720369
